customer_id,gross_revenue,qty_invoices,recency_days,qty_items,frequency,qty_returns,cluster
14180,4748.52,25.0,10.0,719.0,0.06887052341597796,9.0,7
13117,984.91,8.0,21.0,945.0,0.022727272727272728,0.0,7
16916,576.26,2.0,23.0,440.0,0.005714285714285714,0.0,8
17964,471.7,2.0,31.0,301.0,0.005847953216374269,0.0,3
14466,2272.4,7.0,29.0,1006.0,0.020348837209302327,0.0,7
17235,550.06,2.0,25.0,224.0,0.005747126436781609,0.0,5
16510,248.1,1.0,372.0,92.0,1.0,0.0,6
17802,1285.04,3.0,82.0,752.0,0.010309278350515464,9.0,0
15107,319.5,6.0,311.0,169.0,0.0967741935483871,7.0,5
17976,353.19,1.0,372.0,106.0,1.0,0.0,6
14449,907.1,4.0,18.0,757.0,0.011267605633802818,0.0,0
19017,54.25,1.0,372.0,15.0,1.0,0.0,1
19018,66.65,1.0,372.0,23.0,1.0,0.0,4
16781,311.25,1.0,372.0,113.0,1.0,2.0,5
13491,1215.82,10.0,51.0,903.0,0.031055900621118012,0.0,7
16186,4006.94,12.0,22.0,3020.0,0.03418803418803419,12.0,2
17685,3191.53,7.0,16.0,1956.0,0.0196078431372549,0.0,7
17581,11045.04,25.0,0.0,5927.0,0.06702412868632708,66.0,2
15732,294.12,2.0,212.0,215.0,0.012422360248447204,0.0,5
13138,962.39,6.0,22.0,473.0,0.017094017094017096,0.0,8
15823,15.0,1.0,372.0,1.0,1.0,282.0,1
19021,12.8,1.0,372.0,4.0,1.0,0.0,1
17567,4331.48,8.0,7.0,2632.0,0.02185792349726776,204.0,2
15061,54534.14,48.0,3.0,28920.0,0.12972972972972974,282.0,2
16203,592.9,4.0,58.0,262.0,0.012698412698412698,1.0,3
15640,12515.66,15.0,4.0,6607.0,0.04065040650406504,35.0,2
15574,702.25,4.0,177.0,349.0,0.02040816326530612,0.0,3
16770,770.1,5.0,57.0,464.0,0.015822784810126583,12.0,8
17838,2779.3,5.0,26.0,1879.0,0.01440922190201729,458.0,7
17228,1906.09,8.0,15.0,1532.0,0.0223463687150838,0.0,7
14829,697.55,4.0,29.0,452.0,0.011627906976744186,38.0,8
19022,252.3,1.0,372.0,134.0,1.0,0.0,5
17412,1258.06,7.0,2.0,738.0,0.018867924528301886,0.0,7
14031,17286.86,19.0,7.0,5788.0,0.05191256830601093,417.0,2
14775,1011.9,3.0,58.0,1174.0,0.009523809523809525,0.0,7
12971,11189.91,86.0,3.0,9289.0,0.23243243243243245,85.0,2
15834,2231.25,4.0,70.0,963.0,0.019230769230769232,4.0,0
17659,2999.46,12.0,17.0,1525.0,0.033707865168539325,39.0,7
15299,3907.01,6.0,67.0,2947.0,0.0196078431372549,5.0,2
15646,447.64000000000004,3.0,157.0,394.0,0.013888888888888888,6.0,8
14443,1420.2,4.0,53.0,938.0,0.012658227848101266,7.0,0
14156,117375.63,55.0,9.0,57785.0,0.15151515151515152,859.0,2
13402,621.23,2.0,127.0,479.0,0.008130081300813009,0.0,8
18168,1169.94,6.0,176.0,594.0,0.030456852791878174,9.0,0
17757,5601.34,30.0,1.0,3319.0,0.08064516129032258,4.0,2
14625,899.63,2.0,196.0,335.0,0.012048192771084338,5.0,3
13011,50.550000000000004,1.0,372.0,13.0,1.0,0.0,1
13798,37153.85,57.0,1.0,23948.0,0.1532258064516129,434.0,2
15384,642.41,2.0,169.0,596.0,0.010471204188481676,3.0,0
14264,333.97,2.0,154.0,70.0,0.021739130434782608,4.0,4
13295,201.20000000000002,1.0,359.0,82.0,1.0,1.0,6
16754,2002.4,1.0,372.0,4280.0,1.0,0.0,2
16634,217.9,2.0,222.0,82.0,0.013245033112582781,0.0,6
18239,1561.6100000000001,5.0,218.0,795.0,0.03225806451612903,0.0,7
14576,35.400000000000006,1.0,372.0,12.0,1.0,0.0,1
13145,618.52,4.0,39.0,145.0,0.011976047904191617,3.0,5
14395,3507.71,9.0,2.0,1693.0,0.02425876010781671,4.0,7
14865,52.2,2.0,7.0,108.0,0.00546448087431694,0.0,6
15093,4597.02,6.0,18.0,3760.0,0.016901408450704224,27.0,2
12738,137.35,1.0,372.0,147.0,1.0,0.0,5
16150,2053.02,5.0,42.0,1047.0,0.015105740181268883,43.0,7
17552,930.41,4.0,60.0,719.0,0.012779552715654952,10.0,0
14236,490.86,2.0,80.0,310.0,0.006825938566552901,0.0,3
17961,1296.44,39.0,21.0,560.0,0.11079545454545454,0.0,0
14573,1653.42,9.0,179.0,544.0,0.04639175257731959,6.0,0
17135,1139.73,7.0,16.0,1224.0,0.019662921348314606,0.0,7
17396,7312.8,7.0,39.0,2004.0,0.021021021021021023,0.0,2
12967,1660.9,2.0,358.0,438.0,0.14285714285714285,195.0,8
12686,71.14,1.0,371.0,106.0,1.0,0.0,6
15240,1706.57,5.0,44.0,1369.0,0.018656716417910446,8.0,7
18225,5509.12,12.0,3.0,3244.0,0.03305785123966942,38.0,2
13370,754.87,1.0,371.0,343.0,1.0,7.0,3
16883,276.73,2.0,187.0,104.0,0.010810810810810811,0.0,6
13520,2984.35,6.0,58.0,1633.0,0.01910828025477707,4.0,7
12841,4022.35,25.0,4.0,2757.0,0.06793478260869565,74.0,2
16905,3102.43,7.0,5.0,1408.0,0.01907356948228883,1.0,7
12427,699.8,3.0,21.0,526.0,0.008547008547008548,297.0,0
19023,1079.7,1.0,371.0,149.0,1.0,0.0,5
17967,123.07,1.0,371.0,80.0,1.0,0.0,6
19024,515.62,1.0,371.0,65.0,1.0,0.0,4
19025,1895.94,1.0,371.0,315.0,1.0,0.0,3
19026,8.47,1.0,371.0,1.0,1.0,0.0,1
16891,809.7,5.0,1.0,283.0,0.013477088948787063,0.0,3
19027,6369.5599999999995,1.0,371.0,1640.0,1.0,0.0,7
19028,5.46,1.0,371.0,13.0,1.0,0.0,1
14589,39.75,1.0,371.0,5.0,1.0,0.0,1
19029,549.0,1.0,371.0,200.0,1.0,0.0,5
19030,69.3,1.0,371.0,58.0,1.0,0.0,4
14680,28754.11,16.0,25.0,13476.0,0.04610951008645533,1002.0,2
17884,717.45,4.0,3.0,854.0,0.01084010840108401,0.0,0
12557,11990.960000000001,5.0,16.0,4384.0,0.014044943820224719,0.0,2
14083,1018.43,9.0,4.0,732.0,0.024456521739130436,0.0,7
13013,4810.9400000000005,13.0,1.0,2224.0,0.03504043126684636,7.0,2
14210,1905.8400000000001,6.0,105.0,760.0,0.02247191011235955,1.0,7
16477,2494.46,7.0,63.0,1415.0,0.022653721682847898,0.0,7
12600,2311.04,10.0,28.0,758.0,0.029069767441860465,0.0,7
16013,37130.6,47.0,3.0,15536.0,0.12737127371273713,1594.0,2
17949,58030.48,44.0,1.0,30450.0,0.11859838274932614,2878.0,2
12779,3981.36,8.0,37.0,2024.0,0.023880597014925373,28.0,2
16926,230.25,1.0,371.0,35.0,1.0,0.0,4
17787,1865.19,4.0,152.0,910.0,0.01818181818181818,0.0,0
12682,11028.22,31.0,3.0,5505.0,0.08401084010840108,0.0,2
14723,1156.6,6.0,10.0,693.0,0.016574585635359115,0.0,0
17954,2332.72,12.0,5.0,2234.0,0.0326975476839237,5.0,2
17819,3704.87,7.0,71.0,1031.0,0.023255813953488372,4.0,7
19033,10661.69,1.0,371.0,1834.0,1.0,0.0,7
12712,3928.13,13.0,28.0,1036.0,0.0377906976744186,17.0,7
15373,2415.91,12.0,8.0,500.0,0.03296703296703297,24.0,0
16140,725.18,2.0,65.0,730.0,0.006514657980456026,2.0,0
17198,692.22,3.0,23.0,357.0,0.008595988538681949,0.0,8
17238,3744.65,17.0,2.0,1822.0,0.04594594594594595,0.0,7
12793,461.48,2.0,334.0,292.0,0.05263157894736842,0.0,3
19034,26.4,1.0,371.0,32.0,1.0,0.0,4
15769,56252.72,26.0,7.0,29672.0,0.07123287671232877,2012.0,2
14396,487.99,2.0,65.0,225.0,0.006514657980456026,0.0,5
14898,1303.52,6.0,23.0,1020.0,0.017191977077363897,12.0,7
12725,371.8,1.0,371.0,162.0,1.0,0.0,5
16725,779.57,6.0,302.0,293.0,0.08571428571428572,1.0,3
19062,76.83,1.0,371.0,48.0,1.0,0.0,4
12395,2682.63,12.0,19.0,2097.0,0.0339943342776204,5.0,2
16455,1841.18,7.0,63.0,988.0,0.022653721682847898,0.0,7
13081,28333.38,11.0,11.0,18968.0,0.030470914127423823,138.0,2
15545,292.71999999999997,2.0,54.0,163.0,0.006289308176100629,0.0,5
17243,8668.45,26.0,1.0,3366.0,0.07046070460704607,8.0,2
15465,7354.62,18.0,19.0,1257.0,0.05128205128205128,40.0,7
15708,3364.2400000000002,7.0,40.0,1267.0,0.021212121212121213,9.0,7
13089,58825.83,97.0,2.0,31070.0,0.26358695652173914,283.0,2
16033,8816.4,20.0,5.0,3539.0,0.0547945205479452,23.0,2
13838,691.73,4.0,5.0,263.0,0.010958904109589041,0.0,3
15351,1960.1100000000001,7.0,12.0,753.0,0.019553072625698324,21.0,7
18055,6784.1900000000005,10.0,7.0,2455.0,0.027548209366391185,5.0,2
15038,705.49,6.0,58.0,217.0,0.019230769230769232,30.0,5
18109,8052.97,26.0,1.0,4237.0,0.07046070460704607,18.0,2
13069,4436.12,24.0,0.0,5885.0,0.06486486486486487,419.0,2
16241,2607.87,13.0,9.0,1453.0,0.036011080332409975,0.0,7
14800,4339.74,12.0,47.0,3655.0,0.03715170278637771,21.0,2
16839,16594.35,34.0,8.0,8975.0,0.09392265193370165,504.0,2
16168,3787.6,27.0,10.0,1892.0,0.075,4.0,7
16931,4604.22,21.0,5.0,3158.0,0.057534246575342465,0.0,2
16814,6499.2,21.0,14.0,2763.0,0.05898876404494382,1.0,2
13269,5346.2300000000005,15.0,1.0,3514.0,0.04065040650406504,5.0,2
14813,155.43,2.0,369.0,67.0,2.0,0.0,4
12567,8609.28,10.0,22.0,4261.0,0.028735632183908046,216.0,2
17062,533.33,4.0,313.0,418.0,0.07017543859649122,2.0,8
15332,1661.06,4.0,366.0,652.0,1.0,0.0,0
14810,2087.88,11.0,40.0,1016.0,0.03333333333333333,0.0,7
16353,6675.71,23.0,3.0,2006.0,0.06267029972752043,0.0,2
18118,5651.42,26.0,10.0,2870.0,0.07222222222222222,5.0,2
13831,2202.99,6.0,16.0,745.0,0.01694915254237288,0.0,7
13506,458.52,2.0,316.0,324.0,0.037037037037037035,3.0,3
17796,697.9,4.0,40.0,178.0,0.012121212121212121,0.0,5
15716,1118.81,4.0,145.0,744.0,0.017777777777777778,0.0,0
18156,734.94,2.0,12.0,301.0,0.00558659217877095,0.0,3
15221,403.25,1.0,366.0,43.0,1.0,18.0,4
16983,1931.25,7.0,12.0,1379.0,0.019553072625698324,13.0,7
17059,3095.04,5.0,29.0,1855.0,0.01466275659824047,0.0,7
16327,3813.62,6.0,14.0,2535.0,0.016853932584269662,0.0,2
17211,2317.2200000000003,8.0,26.0,1323.0,0.023255813953488372,13.0,7
17026,154.82999999999998,2.0,185.0,97.0,0.010810810810810811,0.0,6
15570,4165.52,12.0,7.0,2067.0,0.03305785123966942,9.0,2
15880,343.28000000000003,1.0,369.0,211.0,1.0,24.0,5
16718,623.75,1.0,369.0,413.0,1.0,0.0,3
15808,3734.9700000000003,4.0,306.0,1343.0,0.0625,2.0,7
17858,5155.66,12.0,5.0,2706.0,0.03287671232876712,0.0,2
16393,3046.21,13.0,2.0,1576.0,0.035326086956521736,47.0,7
14527,8507.82,55.0,2.0,2087.0,0.14945652173913043,4.0,2
14161,1110.52,3.0,215.0,455.0,0.01935483870967742,0.0,8
17863,3160.0,6.0,59.0,2638.0,0.01929260450160772,0.0,2
16411,214.65,2.0,19.0,132.0,0.005698005698005698,0.0,5
16402,299.6,2.0,264.0,149.0,0.018867924528301886,0.0,5
15023,6783.86,11.0,3.0,2862.0,0.02997275204359673,8.0,2
17402,2598.85,12.0,4.0,700.0,0.03278688524590164,0.0,7
15426,1447.39,5.0,19.0,674.0,0.014245014245014245,11.0,0
12647,3146.82,12.0,22.0,1399.0,0.034482758620689655,12.0,7
15894,262.9,2.0,253.0,167.0,0.017094017094017096,0.0,5
15867,3806.1,15.0,5.0,2041.0,0.0410958904109589,2.0,2
14506,2012.17,5.0,17.0,730.0,0.014164305949008499,0.0,7
15555,4802.18,16.0,12.0,4409.0,0.0446927374301676,28.0,2
13034,642.77,2.0,54.0,369.0,0.006329113924050633,0.0,8
15889,427.57,2.0,156.0,209.0,0.009345794392523364,0.0,5
15953,1659.3799999999999,8.0,15.0,892.0,0.022535211267605635,7.0,7
16143,2424.94,6.0,3.0,919.0,0.01634877384196185,2.0,7
12720,5115.7300000000005,25.0,2.0,4635.0,0.06793478260869565,17.0,2
16422,34684.4,51.0,17.0,33704.0,0.14447592067988668,120.0,2
12747,4196.01,11.0,2.0,1275.0,0.029891304347826088,0.0,7
15502,6923.98,10.0,15.0,4232.0,0.028169014084507043,407.0,2
12763,494.08,2.0,138.0,316.0,0.008620689655172414,0.0,3
14081,934.52,2.0,302.0,596.0,0.029411764705882353,3.0,0
19067,3.35,1.0,369.0,1.0,1.0,0.0,1
17965,2622.57,14.0,37.0,1556.0,0.042042042042042045,0.0,7
14404,1474.32,6.0,33.0,839.0,0.017804154302670624,8.0,7
13579,467.04,2.0,14.0,176.0,0.0056179775280898875,0.0,5
13174,2813.03,3.0,16.0,1394.0,0.00847457627118644,0.0,7
15987,1451.28,7.0,12.0,1556.0,0.0196078431372549,0.0,7
17677,16363.23,30.0,1.0,9775.0,0.08152173913043478,50.0,2
19068,2.95,1.0,368.0,1.0,1.0,0.0,1
13652,1095.08,3.0,45.0,578.0,0.009259259259259259,0.0,0
12586,196.94000000000003,1.0,17.0,79.0,1.0,2.0,6
17428,17256.85,28.0,0.0,9474.0,0.07588075880758807,39.0,2
16161,5575.56,19.0,1.0,2599.0,0.051630434782608696,58.0,2
16858,375.69000000000005,1.0,368.0,91.0,1.0,8.0,6
19069,6471.71,1.0,368.0,1607.0,1.0,0.0,7
18219,2069.77,10.0,2.0,885.0,0.027247956403269755,2.0,7
19070,6719.61,1.0,368.0,1810.0,1.0,0.0,7
14293,1046.56,4.0,3.0,709.0,0.01092896174863388,0.0,0
14748,1411.75,5.0,29.0,1123.0,0.014705882352941176,30.0,7
16638,1680.72,10.0,22.0,1255.0,0.02881844380403458,1.0,7
17674,551.04,2.0,74.0,672.0,0.006779661016949152,0.0,0
12808,455.65000000000003,3.0,36.0,187.0,0.009009009009009009,0.0,5
13094,1927.3200000000002,12.0,21.0,1716.0,0.034482758620689655,174.0,7
15899,56.25,1.0,368.0,39.0,1.0,0.0,4
12708,2442.91,10.0,29.0,1292.0,0.029411764705882353,37.0,7
19072,26.349999999999998,1.0,368.0,31.0,1.0,0.0,4
19073,351.47,1.0,368.0,178.0,1.0,0.0,5
15898,1388.88,5.0,1.0,570.0,0.01358695652173913,2.0,0
17691,290.40000000000003,2.0,358.0,134.0,0.18181818181818182,0.0,5
17227,935.32,6.0,18.0,641.0,0.017094017094017096,0.0,0
15039,19914.44,47.0,9.0,9209.0,0.13055555555555556,18.0,2
15919,639.89,2.0,19.0,545.0,0.005714285714285714,0.0,0
13497,348.05,2.0,282.0,163.0,0.022988505747126436,4.0,5
15860,977.21,8.0,40.0,440.0,0.0243161094224924,0.0,8
14189,4654.08,15.0,2.0,3937.0,0.04087193460490463,18.0,2
15304,694.4000000000001,8.0,60.0,104.0,0.025889967637540454,4.0,6
14867,710.28,3.0,185.0,328.0,0.019736842105263157,1.0,3
14344,889.9300000000001,8.0,127.0,477.0,0.03305785123966942,0.0,8
12474,6741.79,18.0,17.0,4712.0,0.05750798722044728,83.0,2
16719,1790.42,7.0,14.0,1204.0,0.01971830985915493,2.0,7
15048,384.05,4.0,65.0,195.0,0.013157894736842105,12.0,5
15301,5070.35,12.0,50.0,2775.0,0.03761755485893417,7.0,2
14708,1126.37,3.0,2.0,621.0,0.008174386920980926,6.0,0
16898,508.81,3.0,26.0,419.0,0.008746355685131196,33.0,8
14825,2226.91,12.0,3.0,991.0,0.03278688524590164,0.0,7
18113,76.32000000000001,1.0,368.0,72.0,1.0,0.0,4
17596,2827.93,7.0,23.0,4400.0,0.02023121387283237,0.0,2
15078,9743.11,32.0,7.0,5105.0,0.08839779005524862,36.0,2
14085,4448.54,18.0,2.0,3184.0,0.04904632152588556,1.0,2
17860,252.8,1.0,368.0,104.0,1.0,0.0,6
13155,971.76,4.0,33.0,497.0,0.011904761904761904,0.0,8
15028,627.13,4.0,8.0,459.0,0.0110803324099723,0.0,8
16919,2596.45,11.0,156.0,1413.0,0.051643192488262914,0.0,7
17259,603.37,2.0,148.0,410.0,0.00904977375565611,0.0,8
17019,1272.61,4.0,11.0,827.0,0.0111731843575419,0.0,0
14487,1196.33,6.0,26.0,735.0,0.01749271137026239,1.0,7
16722,4730.81,13.0,17.0,5001.0,0.036931818181818184,12.0,2
15882,514.08,4.0,198.0,264.0,0.023391812865497075,10.0,3
14667,9236.95,25.0,10.0,5384.0,0.06963788300835655,3.0,2
16710,2483.04,10.0,19.0,1836.0,0.02857142857142857,0.0,7
16550,2298.97,5.0,108.0,1540.0,0.019157088122605363,14.0,7
15984,2837.67,10.0,2.0,1843.0,0.027247956403269755,10.0,7
17682,2474.33,6.0,10.0,1367.0,0.016713091922005572,2.0,7
16658,123.24,1.0,368.0,40.0,1.0,0.0,4
17068,4545.89,21.0,12.0,2159.0,0.058823529411764705,10.0,2
15356,2766.5,10.0,31.0,1673.0,0.029585798816568046,0.0,7
17223,391.79,2.0,310.0,111.0,0.03389830508474576,0.0,5
16817,1604.75,9.0,2.0,822.0,0.02452316076294278,60.0,7
13030,799.48,2.0,11.0,394.0,0.00558659217877095,0.0,8
