customer_id,gross_revenue,recency_days,qty_products,frequency,qty_returns,cluster
15544,3546.71,9.0,259.0,0.024725274725274724,4.0,2
15738,4812.42,18.0,173.0,0.04507042253521127,15.0,2
16042,1197.27,22.0,71.0,0.01607717041800643,10.0,2
17381,20275.61,8.0,109.0,0.07945205479452055,3.0,2
15827,1836.0900000000001,73.0,115.0,0.04666666666666667,39.0,4
14180,4748.52,10.0,240.0,0.06887052341597796,9.0,2
13117,984.91,21.0,76.0,0.022727272727272728,0.0,2
16916,576.26,23.0,143.0,0.005714285714285714,0.0,2
17964,471.7,31.0,104.0,0.005847953216374269,0.0,2
14466,2272.4,29.0,72.0,0.020348837209302327,0.0,2
17235,550.06,25.0,29.0,0.005747126436781609,0.0,2
16510,248.1,372.0,13.0,1.0,0.0,5
17802,1285.04,82.0,140.0,0.010309278350515464,9.0,4
15107,319.5,311.0,16.0,0.0967741935483871,7.0,5
17976,353.19,372.0,65.0,1.0,0.0,5
14449,907.1,18.0,258.0,0.011267605633802818,0.0,2
19017,54.25,372.0,15.0,1.0,0.0,5
19018,66.65,372.0,19.0,1.0,0.0,5
16781,311.25,372.0,17.0,1.0,2.0,5
13491,1215.82,51.0,86.0,0.031055900621118012,0.0,4
16186,4006.94,22.0,218.0,0.03418803418803419,12.0,2
17685,3191.53,16.0,130.0,0.0196078431372549,0.0,2
17581,11045.04,0.0,440.0,0.06702412868632708,66.0,2
15732,294.12,212.0,14.0,0.012422360248447204,0.0,3
13138,962.39,22.0,63.0,0.017094017094017096,0.0,2
15823,15.0,372.0,1.0,1.0,282.0,5
19021,12.8,372.0,4.0,1.0,0.0,5
17567,4331.48,7.0,165.0,0.02185792349726776,204.0,2
15061,54534.14,3.0,403.0,0.12972972972972974,282.0,2
16203,592.9,58.0,35.0,0.012698412698412698,1.0,4
15640,12515.66,4.0,484.0,0.04065040650406504,35.0,2
15574,702.25,177.0,168.0,0.02040816326530612,0.0,3
16770,770.1,57.0,145.0,0.015822784810126583,12.0,4
17838,2779.3,26.0,121.0,0.01440922190201729,458.0,2
17228,1906.09,15.0,208.0,0.0223463687150838,0.0,2
14829,697.55,29.0,42.0,0.011627906976744186,38.0,2
19022,252.3,372.0,14.0,1.0,0.0,5
17412,1258.06,2.0,66.0,0.018867924528301886,0.0,2
14031,17286.86,7.0,250.0,0.05191256830601093,417.0,2
14775,1011.9,58.0,60.0,0.009523809523809525,0.0,4
12971,11189.91,3.0,305.0,0.23243243243243245,85.0,2
15834,2231.25,70.0,272.0,0.019230769230769232,4.0,4
17659,2999.46,17.0,158.0,0.033707865168539325,39.0,2
15299,3907.01,67.0,6.0,0.0196078431372549,5.0,4
15646,447.64000000000004,157.0,35.0,0.013888888888888888,6.0,6
14443,1420.2,53.0,93.0,0.012658227848101266,7.0,4
14156,117375.63,9.0,1399.0,0.15151515151515152,859.0,1
13402,621.23,127.0,39.0,0.008130081300813009,0.0,6
18168,1169.94,176.0,131.0,0.030456852791878174,9.0,3
17757,5601.34,1.0,740.0,0.08064516129032258,4.0,2
14625,899.63,196.0,53.0,0.012048192771084338,5.0,3
13011,50.550000000000004,372.0,3.0,1.0,0.0,5
13798,37153.85,1.0,349.0,0.1532258064516129,434.0,2
15384,642.41,169.0,41.0,0.010471204188481676,3.0,3
14264,333.97,154.0,17.0,0.021739130434782608,4.0,6
13295,201.20000000000002,359.0,10.0,1.0,1.0,5
16754,2002.4,372.0,2.0,1.0,0.0,5
16634,217.9,222.0,9.0,0.013245033112582781,0.0,3
18239,1561.6100000000001,218.0,88.0,0.03225806451612903,0.0,3
14576,35.400000000000006,372.0,1.0,1.0,0.0,5
13145,618.52,39.0,6.0,0.011976047904191617,3.0,2
14395,3507.71,2.0,350.0,0.02425876010781671,4.0,2
14865,52.2,7.0,4.0,0.00546448087431694,0.0,2
15093,4597.02,18.0,108.0,0.016901408450704224,27.0,2
12738,137.35,372.0,10.0,1.0,0.0,5
16150,2053.02,42.0,117.0,0.015105740181268883,43.0,4
17552,930.41,60.0,49.0,0.012779552715654952,10.0,4
14236,490.86,80.0,15.0,0.006825938566552901,0.0,4
17961,1296.44,21.0,249.0,0.11079545454545454,0.0,2
14573,1653.42,179.0,235.0,0.04639175257731959,6.0,3
17135,1139.73,16.0,52.0,0.019662921348314606,0.0,2
17396,7312.8,39.0,26.0,0.021021021021021023,0.0,2
12967,1660.9,358.0,19.0,0.14285714285714285,195.0,5
12686,71.14,371.0,6.0,1.0,0.0,5
15240,1706.57,44.0,78.0,0.018656716417910446,8.0,4
18225,5509.12,3.0,271.0,0.03305785123966942,38.0,2
13370,754.87,371.0,39.0,1.0,7.0,5
16883,276.73,187.0,38.0,0.010810810810810811,0.0,3
13520,2984.35,58.0,87.0,0.01910828025477707,4.0,4
12841,4022.35,4.0,420.0,0.06793478260869565,74.0,2
16905,3102.43,5.0,208.0,0.01907356948228883,1.0,2
12427,699.8,21.0,28.0,0.008547008547008548,297.0,2
19023,1079.7,371.0,80.0,1.0,0.0,5
17967,123.07,371.0,48.0,1.0,0.0,5
19024,515.62,371.0,46.0,1.0,0.0,5
19025,1895.94,371.0,138.0,1.0,0.0,5
19026,8.47,371.0,1.0,1.0,0.0,5
16891,809.7,1.0,203.0,0.013477088948787063,0.0,2
19027,6369.5599999999995,371.0,592.0,1.0,0.0,5
19028,5.46,371.0,1.0,1.0,0.0,5
14589,39.75,371.0,3.0,1.0,0.0,5
19029,549.0,371.0,11.0,1.0,0.0,5
19030,69.3,371.0,10.0,1.0,0.0,5
14680,28754.11,25.0,258.0,0.04610951008645533,1002.0,2
17884,717.45,3.0,117.0,0.01084010840108401,0.0,2
12557,11990.960000000001,16.0,33.0,0.014044943820224719,0.0,2
14083,1018.43,4.0,181.0,0.024456521739130436,0.0,2
13013,4810.9400000000005,1.0,219.0,0.03504043126684636,7.0,2
14210,1905.8400000000001,105.0,102.0,0.02247191011235955,1.0,6
16477,2494.46,63.0,146.0,0.022653721682847898,0.0,4
12600,2311.04,28.0,54.0,0.029069767441860465,0.0,2
16013,37130.6,3.0,139.0,0.12737127371273713,1594.0,2
17949,58030.48,1.0,69.0,0.11859838274932614,2878.0,2
12779,3981.36,37.0,149.0,0.023880597014925373,28.0,2
16926,230.25,371.0,14.0,1.0,0.0,5
17787,1865.19,152.0,134.0,0.01818181818181818,0.0,6
12682,11028.22,3.0,496.0,0.08401084010840108,0.0,2
14723,1156.6,10.0,277.0,0.016574585635359115,0.0,2
17954,2332.72,5.0,485.0,0.0326975476839237,5.0,2
17819,3704.87,71.0,48.0,0.023255813953488372,4.0,4
19033,10661.69,371.0,145.0,1.0,0.0,5
12712,3928.13,28.0,120.0,0.0377906976744186,17.0,2
15373,2415.91,8.0,132.0,0.03296703296703297,24.0,2
16140,725.18,65.0,35.0,0.006514657980456026,2.0,4
17198,692.22,23.0,96.0,0.008595988538681949,0.0,2
17238,3744.65,2.0,566.0,0.04594594594594595,0.0,2
12793,461.48,334.0,22.0,0.05263157894736842,0.0,5
19034,26.4,371.0,8.0,1.0,0.0,5
15769,56252.72,7.0,130.0,0.07123287671232877,2012.0,2
14396,487.99,65.0,73.0,0.006514657980456026,0.0,4
14898,1303.52,23.0,116.0,0.017191977077363897,12.0,2
12725,371.8,371.0,23.0,1.0,0.0,5
16725,779.57,302.0,150.0,0.08571428571428572,1.0,0
19062,76.83,371.0,15.0,1.0,0.0,5
12395,2682.63,19.0,144.0,0.0339943342776204,5.0,2
16455,1841.18,63.0,99.0,0.022653721682847898,0.0,4
13081,28333.38,11.0,1023.0,0.030470914127423823,138.0,2
15545,292.71999999999997,54.0,81.0,0.006289308176100629,0.0,4
17243,8668.45,1.0,399.0,0.07046070460704607,8.0,2
15465,7354.62,19.0,97.0,0.05128205128205128,40.0,2
15708,3364.2400000000002,40.0,288.0,0.021212121212121213,9.0,2
13089,58825.83,2.0,1818.0,0.26358695652173914,283.0,1
16033,8816.4,5.0,1137.0,0.0547945205479452,23.0,2
13838,691.73,5.0,174.0,0.010958904109589041,0.0,2
15351,1960.1100000000001,12.0,225.0,0.019553072625698324,21.0,2
18055,6784.1900000000005,7.0,360.0,0.027548209366391185,5.0,2
15038,705.49,58.0,130.0,0.019230769230769232,30.0,4
18109,8052.97,1.0,444.0,0.07046070460704607,18.0,2
13069,4436.12,0.0,425.0,0.06486486486486487,419.0,2
16241,2607.87,9.0,662.0,0.036011080332409975,0.0,2
14800,4339.74,47.0,385.0,0.03715170278637771,21.0,4
16839,16594.35,8.0,266.0,0.09392265193370165,504.0,2
16168,3787.6,10.0,98.0,0.075,4.0,2
16931,4604.22,5.0,898.0,0.057534246575342465,0.0,2
16814,6499.2,14.0,323.0,0.05898876404494382,1.0,2
13269,5346.2300000000005,1.0,316.0,0.04065040650406504,5.0,2
14813,155.43,369.0,30.0,2.0,0.0,5
12567,8609.28,22.0,438.0,0.028735632183908046,216.0,2
17062,533.33,313.0,69.0,0.07017543859649122,2.0,5
15332,1661.06,366.0,35.0,1.0,0.0,5
14810,2087.88,40.0,255.0,0.03333333333333333,0.0,2
16353,6675.71,3.0,94.0,0.06267029972752043,0.0,2
18118,5651.42,10.0,1278.0,0.07222222222222222,5.0,2
13831,2202.99,16.0,74.0,0.01694915254237288,0.0,2
13506,458.52,316.0,26.0,0.037037037037037035,3.0,5
17796,697.9,40.0,82.0,0.012121212121212121,0.0,2
15716,1118.81,145.0,118.0,0.017777777777777778,0.0,6
18156,734.94,12.0,140.0,0.00558659217877095,0.0,2
15221,403.25,366.0,5.0,1.0,18.0,5
16983,1931.25,12.0,148.0,0.019553072625698324,13.0,2
17059,3095.04,29.0,516.0,0.01466275659824047,0.0,2
16327,3813.62,14.0,318.0,0.016853932584269662,0.0,2
17211,2317.2200000000003,26.0,211.0,0.023255813953488372,13.0,2
17026,154.82999999999998,185.0,4.0,0.010810810810810811,0.0,3
15570,4165.52,7.0,323.0,0.03305785123966942,9.0,2
15880,343.28000000000003,369.0,105.0,1.0,24.0,5
16718,623.75,369.0,45.0,1.0,0.0,5
15808,3734.9700000000003,306.0,208.0,0.0625,2.0,5
17858,5155.66,5.0,199.0,0.03287671232876712,0.0,2
16393,3046.21,2.0,330.0,0.035326086956521736,47.0,2
14527,8507.82,2.0,971.0,0.14945652173913043,4.0,2
14161,1110.52,215.0,108.0,0.01935483870967742,0.0,3
17863,3160.0,59.0,148.0,0.01929260450160772,0.0,4
16411,214.65,19.0,45.0,0.005698005698005698,0.0,2
16402,299.6,264.0,60.0,0.018867924528301886,0.0,0
15023,6783.86,3.0,560.0,0.02997275204359673,8.0,2
17402,2598.85,4.0,58.0,0.03278688524590164,0.0,2
15426,1447.39,19.0,292.0,0.014245014245014245,11.0,2
12647,3146.82,22.0,109.0,0.034482758620689655,12.0,2
15894,262.9,253.0,40.0,0.017094017094017096,0.0,0
15867,3806.1,5.0,459.0,0.0410958904109589,2.0,2
14506,2012.17,17.0,316.0,0.014164305949008499,0.0,2
15555,4802.18,12.0,897.0,0.0446927374301676,28.0,2
13034,642.77,54.0,37.0,0.006329113924050633,0.0,4
15889,427.57,156.0,91.0,0.009345794392523364,0.0,6
15953,1659.3799999999999,15.0,98.0,0.022535211267605635,7.0,2
16143,2424.94,3.0,117.0,0.01634877384196185,2.0,2
12720,5115.7300000000005,2.0,342.0,0.06793478260869565,17.0,2
16422,34684.4,17.0,369.0,0.14447592067988668,120.0,2
12747,4196.01,2.0,103.0,0.029891304347826088,0.0,2
15502,6923.98,15.0,209.0,0.028169014084507043,407.0,2
12763,494.08,138.0,18.0,0.008620689655172414,0.0,6
14081,934.52,302.0,153.0,0.029411764705882353,3.0,0
19067,3.35,369.0,1.0,1.0,0.0,5
17965,2622.57,37.0,329.0,0.042042042042042045,0.0,2
14404,1474.32,33.0,103.0,0.017804154302670624,8.0,2
13579,467.04,14.0,23.0,0.0056179775280898875,0.0,2
13174,2813.03,16.0,313.0,0.00847457627118644,0.0,2
15987,1451.28,12.0,140.0,0.0196078431372549,0.0,2
17677,16363.23,1.0,304.0,0.08152173913043478,50.0,2
19068,2.95,368.0,1.0,1.0,0.0,5
13652,1095.08,45.0,63.0,0.009259259259259259,0.0,4
12586,196.94000000000003,17.0,11.0,1.0,2.0,2
17428,17256.85,0.0,328.0,0.07588075880758807,39.0,2
16161,5575.56,1.0,474.0,0.051630434782608696,58.0,2
16858,375.69000000000005,368.0,10.0,1.0,8.0,5
19069,6471.71,368.0,596.0,1.0,0.0,5
18219,2069.77,2.0,114.0,0.027247956403269755,2.0,2
19070,6719.61,368.0,567.0,1.0,0.0,5
14293,1046.56,3.0,61.0,0.01092896174863388,0.0,2
14748,1411.75,29.0,88.0,0.014705882352941176,30.0,2
16638,1680.72,22.0,94.0,0.02881844380403458,1.0,2
17674,551.04,74.0,27.0,0.006779661016949152,0.0,4
12808,455.65000000000003,36.0,27.0,0.009009009009009009,0.0,2
13094,1927.3200000000002,21.0,24.0,0.034482758620689655,174.0,2
15899,56.25,368.0,4.0,1.0,0.0,5
12708,2442.91,29.0,147.0,0.029411764705882353,37.0,2
19072,26.349999999999998,368.0,1.0,1.0,0.0,5
19073,351.47,368.0,24.0,1.0,0.0,5
15898,1388.88,1.0,86.0,0.01358695652173913,2.0,2
17691,290.40000000000003,358.0,19.0,0.18181818181818182,0.0,5
17227,935.32,18.0,46.0,0.017094017094017096,0.0,2
15039,19914.44,9.0,1502.0,0.13055555555555556,18.0,2
15919,639.89,19.0,143.0,0.005714285714285714,0.0,2
13497,348.05,282.0,19.0,0.022988505747126436,4.0,0
15860,977.21,40.0,142.0,0.0243161094224924,0.0,2
14189,4654.08,2.0,265.0,0.04087193460490463,18.0,2
15304,694.4000000000001,60.0,23.0,0.025889967637540454,4.0,4
14867,710.28,185.0,36.0,0.019736842105263157,1.0,3
14344,889.9300000000001,127.0,71.0,0.03305785123966942,0.0,6
12474,6741.79,17.0,407.0,0.05750798722044728,83.0,2
16719,1790.42,14.0,201.0,0.01971830985915493,2.0,2
15048,384.05,65.0,97.0,0.013157894736842105,12.0,4
15301,5070.35,50.0,243.0,0.03761755485893417,7.0,4
14708,1126.37,2.0,28.0,0.008174386920980926,6.0,2
16898,508.81,26.0,162.0,0.008746355685131196,33.0,2
14825,2226.91,3.0,121.0,0.03278688524590164,0.0,2
18113,76.32000000000001,368.0,1.0,1.0,0.0,5
17596,2827.93,23.0,270.0,0.02023121387283237,0.0,2
15078,9743.11,7.0,440.0,0.08839779005524862,36.0,2
14085,4448.54,2.0,450.0,0.04904632152588556,1.0,2
17860,252.8,368.0,58.0,1.0,0.0,5
13155,971.76,33.0,85.0,0.011904761904761904,0.0,2
15028,627.13,8.0,48.0,0.0110803324099723,0.0,2
16919,2596.45,156.0,327.0,0.051643192488262914,0.0,6
17259,603.37,148.0,124.0,0.00904977375565611,0.0,6
17019,1272.61,11.0,234.0,0.0111731843575419,0.0,2
14487,1196.33,26.0,144.0,0.01749271137026239,1.0,2
16722,4730.81,17.0,225.0,0.036931818181818184,12.0,2
15882,514.08,198.0,22.0,0.023391812865497075,10.0,3
14667,9236.95,10.0,572.0,0.06963788300835655,3.0,2
16710,2483.04,19.0,402.0,0.02857142857142857,0.0,2
16550,2298.97,108.0,251.0,0.019157088122605363,14.0,6
15984,2837.67,2.0,270.0,0.027247956403269755,10.0,2
17682,2474.33,10.0,118.0,0.016713091922005572,2.0,2
16658,123.24,368.0,8.0,1.0,0.0,5
17068,4545.89,12.0,295.0,0.058823529411764705,10.0,2
15356,2766.5,31.0,519.0,0.029585798816568046,0.0,2
17223,391.79,310.0,48.0,0.03389830508474576,0.0,5
16817,1604.75,2.0,86.0,0.02452316076294278,60.0,2
13030,799.48,11.0,99.0,0.00558659217877095,0.0,2
17191,2095.13,28.0,237.0,0.020527859237536656,0.0,2
15194,7616.53,3.0,310.0,0.040983606557377046,55.0,2
14409,2059.4500000000003,71.0,54.0,0.020134228187919462,72.0,4
19078,9.65,368.0,3.0,1.0,0.0,5
16654,601.27,141.0,29.0,0.017543859649122806,2.0,6
16861,173.76,59.0,6.0,0.02,6.0,4
13481,1804.56,45.0,109.0,0.02358490566037736,15.0,4
13495,2044.8700000000001,7.0,48.0,0.013812154696132596,15.0,2
17519,1844.02,17.0,82.0,0.017045454545454544,3.0,2
17218,1960.72,4.0,274.0,0.0273972602739726,0.0,2
17812,732.16,12.0,141.0,0.011204481792717087,0.0,2
14215,1789.72,11.0,108.0,0.01675977653631285,4.0,2
15602,1297.8700000000001,8.0,46.0,0.024930747922437674,138.0,2
17320,1200.6200000000001,100.0,73.0,0.011152416356877323,0.0,6
16782,2279.9,10.0,190.0,0.03651685393258427,9.0,2
12913,2483.63,4.0,50.0,0.0136986301369863,0.0,2
19084,7272.41,368.0,674.0,1.0,0.0,5
17869,428.18,107.0,40.0,0.019083969465648856,0.0,6
13564,1198.38,354.0,82.0,0.13333333333333333,0.0,5
19089,5.07,368.0,2.0,1.0,0.0,5
14850,325.75,311.0,21.0,1.0,8.0,5
15021,1914.82,8.0,472.0,0.025069637883008356,18.0,2
13963,664.54,308.0,35.0,0.06666666666666667,0.0,5
17450,194550.79,8.0,337.0,0.12777777777777777,952.0,1
17091,3827.76,2.0,195.0,0.02459016393442623,3.0,2
17470,1125.07,44.0,78.0,0.015432098765432098,0.0,4
17616,571.1999999999999,173.0,3.0,0.015384615384615385,0.0,3
15649,816.0,336.0,2.0,0.0625,0.0,5
12681,12365.54,14.0,616.0,0.062146892655367235,15.0,2
14907,3501.1,3.0,165.0,0.019178082191780823,5.0,2
17735,13110.02,2.0,690.0,0.05191256830601093,0.0,2
16059,1459.8600000000001,65.0,180.0,0.019801980198019802,0.0,4
17720,1195.94,26.0,50.0,0.011695906432748537,0.0,2
15018,496.21000000000004,38.0,31.0,0.00909090909090909,1.0,2
15838,33643.08,11.0,167.0,0.05322128851540616,0.0,2
14733,9585.91,16.0,202.0,0.03409090909090909,39.0,2
13756,5189.52,2.0,142.0,0.03825136612021858,24.0,2
14176,576.9000000000001,297.0,31.0,0.056338028169014086,2.0,0
13319,10845.550000000001,5.0,476.0,0.07202216066481995,38.0,2
15353,777.02,254.0,63.0,0.017543859649122806,0.0,0
18119,181.12,367.0,30.0,1.0,0.0,5
17491,3558.87,1.0,109.0,0.027247956403269755,1.0,2
14282,3725.34,3.0,155.0,0.0410958904109589,0.0,2
13569,372.25,17.0,84.0,0.005698005698005698,0.0,2
14673,1736.4,3.0,74.0,0.0136986301369863,0.0,2
13488,8968.31,17.0,422.0,0.037037037037037035,6.0,2
16221,864.86,36.0,97.0,0.009036144578313253,0.0,2
15002,1641.76,115.0,115.0,0.015810276679841896,0.0,6
15965,845.64,17.0,122.0,0.011396011396011397,0.0,2
15024,1661.33,9.0,155.0,0.027855153203342618,0.0,2
17675,20374.28,1.0,705.0,0.08446866485013624,82.0,2
13769,2796.51,2.0,135.0,0.0273224043715847,11.0,2
16904,3750.4700000000003,4.0,709.0,0.04395604395604396,0.0,2
16086,1121.39,59.0,39.0,0.016181229773462782,1.0,4
13786,230.39999999999998,367.0,7.0,1.0,0.0,5
13880,3219.77,21.0,165.0,0.037463976945244955,0.0,2
19104,19.5,367.0,4.0,1.0,0.0,5
13173,353.65,4.0,43.0,0.005494505494505495,0.0,2
15858,1438.85,15.0,191.0,0.014164305949008499,0.0,2
